Index       TIME             V(Q7_3)          V(QB7_3)          V(VX7_3)           V(WL7)            V(WWLA)           V(WWLB)           V(SEL0)           V(SEL1)           V(BL3)           V(SA_IN1)          V(SAE)           V(SA_Q1)          V(SA_QB1)          V(Q7_3)           V(BL3)           V(SA_Q1)     
85       8.50000000e-10    7.22846317e-06    5.99998968e-01    5.98654889e-01    4.89941602e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99987947e-01    5.99920735e-01    0.00000000e+00    5.99920734e-01    4.99998980e-01    7.22846317e-06    5.99987947e-01    5.99920734e-01
86       8.60000000e-10    7.22853555e-06    5.99998968e-01    5.98639083e-01    4.88485548e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99988624e-01    5.99920170e-01    0.00000000e+00    5.99920169e-01    4.99998980e-01    7.22853555e-06    5.99988624e-01    5.99920169e-01
87       8.70000000e-10    7.22860792e-06    5.99998968e-01    5.98623276e-01    4.87029494e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99989301e-01    5.99919606e-01    0.00000000e+00    5.99919605e-01    4.99998980e-01    7.22860792e-06    5.99989301e-01    5.99919605e-01
88       8.80000000e-10    7.22868030e-06    5.99998968e-01    5.98607470e-01    4.85573440e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99989978e-01    5.99919042e-01    0.00000000e+00    5.99919041e-01    4.99998980e-01    7.22868030e-06    5.99989978e-01    5.99919041e-01
89       8.90000000e-10    7.22875267e-06    5.99998968e-01    5.98591664e-01    4.84117386e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99990654e-01    5.99918477e-01    0.00000000e+00    5.99918476e-01    4.99998980e-01    7.22875267e-06    5.99990654e-01    5.99918476e-01
90       9.00000000e-10    7.22882505e-06    5.99998968e-01    5.98575857e-01    4.82661332e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99991331e-01    5.99917913e-01    0.00000000e+00    5.99917912e-01    4.99998980e-01    7.22882505e-06    5.99991331e-01    5.99917912e-01
91       9.10000000e-10    7.22889742e-06    5.99998968e-01    5.98560051e-01    4.81205278e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99992008e-01    5.99917349e-01    0.00000000e+00    5.99917348e-01    4.99998980e-01    7.22889742e-06    5.99992008e-01    5.99917348e-01
92       9.20000000e-10    7.22896980e-06    5.99998968e-01    5.98544245e-01    4.79749224e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99992685e-01    5.99916784e-01    0.00000000e+00    5.99916783e-01    4.99998981e-01    7.22896980e-06    5.99992685e-01    5.99916783e-01
93       9.30000000e-10    7.22904217e-06    5.99998968e-01    5.98528438e-01    4.78293170e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99993361e-01    5.99916220e-01    0.00000000e+00    5.99916219e-01    4.99998981e-01    7.22904217e-06    5.99993361e-01    5.99916219e-01
94       9.40000000e-10    7.22911455e-06    5.99998968e-01    5.98512632e-01    4.76837116e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99994038e-01    5.99915656e-01    0.00000000e+00    5.99915655e-01    4.99998981e-01    7.22911455e-06    5.99994038e-01    5.99915655e-01
95       9.50000000e-10    7.22918692e-06    5.99998968e-01    5.98496825e-01    4.75381062e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99994715e-01    5.99915091e-01    0.00000000e+00    5.99915090e-01    4.99998981e-01    7.22918692e-06    5.99994715e-01    5.99915090e-01
96       9.60000000e-10    7.22925930e-06    5.99998968e-01    5.98481019e-01    4.73925008e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99995392e-01    5.99914527e-01    0.00000000e+00    5.99914526e-01    4.99998981e-01    7.22925930e-06    5.99995392e-01    5.99914526e-01
97       9.70000000e-10    7.22933167e-06    5.99998968e-01    5.98465213e-01    4.72468954e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996069e-01    5.99913962e-01    0.00000000e+00    5.99913962e-01    4.99998981e-01    7.22933167e-06    5.99996069e-01    5.99913962e-01
98       9.80000000e-10    7.22939141e-06    5.99998968e-01    5.98449417e-01    4.72167887e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996256e-01    5.99913400e-01    0.00000000e+00    5.99913400e-01    4.99998981e-01    7.22939141e-06    5.99996256e-01    5.99913400e-01
99       9.90000000e-10    7.22944651e-06    5.99998968e-01    5.98433626e-01    4.72289324e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996264e-01    5.99912839e-01    0.00000000e+00    5.99912838e-01    4.99998981e-01    7.22944651e-06    5.99996264e-01    5.99912838e-01
100      1.00000000e-09    7.22950162e-06    5.99998968e-01    5.98417835e-01    4.72410761e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996272e-01    5.99912277e-01    0.00000000e+00    5.99912277e-01    4.99998981e-01    7.22950162e-06    5.99996272e-01    5.99912277e-01
101      1.01000000e-09    7.22955673e-06    5.99998968e-01    5.98402044e-01    4.72532198e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996280e-01    5.99911716e-01    0.00000000e+00    5.99911715e-01    4.99998981e-01    7.22955673e-06    5.99996280e-01    5.99911715e-01
102      1.02000000e-09    7.22961183e-06    5.99998968e-01    5.98386253e-01    4.72653635e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996287e-01    5.99911154e-01    0.00000000e+00    5.99911154e-01    4.99998981e-01    7.22961183e-06    5.99996287e-01    5.99911154e-01
103      1.03000000e-09    7.22966694e-06    5.99998968e-01    5.98370462e-01    4.72775072e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996295e-01    5.99910593e-01    0.00000000e+00    5.99910593e-01    4.99998981e-01    7.22966694e-06    5.99996295e-01    5.99910593e-01
104      1.04000000e-09    7.22972205e-06    5.99998968e-01    5.98354671e-01    4.72896510e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996303e-01    5.99910032e-01    0.00000000e+00    5.99910031e-01    4.99998981e-01    7.22972205e-06    5.99996303e-01    5.99910031e-01
105      1.05000000e-09    7.22977715e-06    5.99998968e-01    5.98338879e-01    4.73017947e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996311e-01    5.99909470e-01    0.00000000e+00    5.99909470e-01    4.99998981e-01    7.22977715e-06    5.99996311e-01    5.99909470e-01
106      1.06000000e-09    7.22983226e-06    5.99998968e-01    5.98323088e-01    4.73139384e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996319e-01    5.99908909e-01    0.00000000e+00    5.99908909e-01    4.99998981e-01    7.22983226e-06    5.99996319e-01    5.99908909e-01
107      1.07000000e-09    7.22988737e-06    5.99998968e-01    5.98307297e-01    4.73260821e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996327e-01    5.99908347e-01    0.00000000e+00    5.99908347e-01    4.99998981e-01    7.22988737e-06    5.99996327e-01    5.99908347e-01
108      1.08000000e-09    7.22994247e-06    5.99998968e-01    5.98291506e-01    4.73382258e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996335e-01    5.99907786e-01    0.00000000e+00    5.99907786e-01    4.99998981e-01    7.22994247e-06    5.99996335e-01    5.99907786e-01
109      1.09000000e-09    7.22999758e-06    5.99998968e-01    5.98275715e-01    4.73503695e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996343e-01    5.99907224e-01    0.00000000e+00    5.99907224e-01    4.99998981e-01    7.22999758e-06    5.99996343e-01    5.99907224e-01
110      1.10000000e-09    7.23005269e-06    5.99998968e-01    5.98259924e-01    4.73625132e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996351e-01    5.99906663e-01    0.00000000e+00    5.99906663e-01    4.99998981e-01    7.23005269e-06    5.99996351e-01    5.99906663e-01
111      1.11000000e-09    7.23010779e-06    5.99998968e-01    5.98244133e-01    4.73746569e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996359e-01    5.99906101e-01    0.00000000e+00    5.99906102e-01    4.99998982e-01    7.23010779e-06    5.99996359e-01    5.99906102e-01
112      1.12000000e-09    7.23016290e-06    5.99998968e-01    5.98228341e-01    4.73868006e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996367e-01    5.99905540e-01    0.00000000e+00    5.99905540e-01    4.99998982e-01    7.23016290e-06    5.99996367e-01    5.99905540e-01
113      1.13000000e-09    7.23021801e-06    5.99998968e-01    5.98212550e-01    4.73989443e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996375e-01    5.99904979e-01    0.00000000e+00    5.99904979e-01    4.99998982e-01    7.23021801e-06    5.99996375e-01    5.99904979e-01
114      1.14000000e-09    7.23027311e-06    5.99998968e-01    5.98196759e-01    4.74110880e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996383e-01    5.99904417e-01    0.00000000e+00    5.99904417e-01    4.99998982e-01    7.23027311e-06    5.99996383e-01    5.99904417e-01
115      1.15000000e-09    7.23032822e-06    5.99998968e-01    5.98180968e-01    4.74232317e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996391e-01    5.99903856e-01    0.00000000e+00    5.99903856e-01    4.99998982e-01    7.23032822e-06    5.99996391e-01    5.99903856e-01
116      1.16000000e-09    7.23038332e-06    5.99998968e-01    5.98165177e-01    4.74353754e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996399e-01    5.99903294e-01    0.00000000e+00    5.99903295e-01    4.99998982e-01    7.23038332e-06    5.99996399e-01    5.99903295e-01
117      1.17000000e-09    7.23043843e-06    5.99998968e-01    5.98149386e-01    4.74475191e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996407e-01    5.99902733e-01    0.00000000e+00    5.99902733e-01    4.99998982e-01    7.23043843e-06    5.99996407e-01    5.99902733e-01
118      1.18000000e-09    7.23049354e-06    5.99998968e-01    5.98133595e-01    4.74596628e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996415e-01    5.99902171e-01    0.00000000e+00    5.99902172e-01    4.99998982e-01    7.23049354e-06    5.99996415e-01    5.99902172e-01
119      1.19000000e-09    7.23054864e-06    5.99998968e-01    5.98117803e-01    4.74718065e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996423e-01    5.99901610e-01    0.00000000e+00    5.99901610e-01    4.99998982e-01    7.23054864e-06    5.99996423e-01    5.99901610e-01
120      1.20000000e-09    7.23060375e-06    5.99998968e-01    5.98102012e-01    4.74839502e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996431e-01    5.99901048e-01    0.00000000e+00    5.99901049e-01    4.99998982e-01    7.23060375e-06    5.99996431e-01    5.99901049e-01
121      1.21000000e-09    7.23065886e-06    5.99998968e-01    5.98086221e-01    4.74960939e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996439e-01    5.99900487e-01    0.00000000e+00    5.99900488e-01    4.99998982e-01    7.23065886e-06    5.99996439e-01    5.99900488e-01
122      1.22000000e-09    7.23071396e-06    5.99998968e-01    5.98070430e-01    4.75082376e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996447e-01    5.99899926e-01    0.00000000e+00    5.99899926e-01    4.99998982e-01    7.23071396e-06    5.99996447e-01    5.99899926e-01
123      1.23000000e-09    7.23076907e-06    5.99998968e-01    5.98054639e-01    4.75203813e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996455e-01    5.99899364e-01    0.00000000e+00    5.99899365e-01    4.99998982e-01    7.23076907e-06    5.99996455e-01    5.99899365e-01
124      1.24000000e-09    7.23082418e-06    5.99998968e-01    5.98038848e-01    4.75325250e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996463e-01    5.99898803e-01    0.00000000e+00    5.99898803e-01    4.99998982e-01    7.23082418e-06    5.99996463e-01    5.99898803e-01
125      1.25000000e-09    7.23087928e-06    5.99998968e-01    5.98023057e-01    4.75446687e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996471e-01    5.99898241e-01    0.00000000e+00    5.99898242e-01    4.99998982e-01    7.23087928e-06    5.99996471e-01    5.99898242e-01
126      1.26000000e-09    7.23087496e-06    5.99998968e-01    5.98007282e-01    4.75392354e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996467e-01    5.99897683e-01    0.00000000e+00    5.99897683e-01    4.99998982e-01    7.23087496e-06    5.99996467e-01    5.99897683e-01
127      1.27000000e-09    7.23085747e-06    5.99998968e-01    5.97991511e-01    4.75299061e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996462e-01    5.99897125e-01    0.00000000e+00    5.99897126e-01    4.99998982e-01    7.23085747e-06    5.99996462e-01    5.99897126e-01
128      1.28000000e-09    7.23083998e-06    5.99998968e-01    5.97975740e-01    4.75205768e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996456e-01    5.99896567e-01    0.00000000e+00    5.99896568e-01    4.99998982e-01    7.23083998e-06    5.99996456e-01    5.99896568e-01
129      1.29000000e-09    7.23082248e-06    5.99998968e-01    5.97959969e-01    4.75112476e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996450e-01    5.99896009e-01    0.00000000e+00    5.99896010e-01    4.99998982e-01    7.23082248e-06    5.99996450e-01    5.99896010e-01
130      1.30000000e-09    7.23080499e-06    5.99998968e-01    5.97944199e-01    4.75019183e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996445e-01    5.99895451e-01    0.00000000e+00    5.99895452e-01    4.99998983e-01    7.23080499e-06    5.99996445e-01    5.99895452e-01
131      1.31000000e-09    7.23078750e-06    5.99998968e-01    5.97928428e-01    4.74925890e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996439e-01    5.99894893e-01    0.00000000e+00    5.99894894e-01    4.99998983e-01    7.23078750e-06    5.99996439e-01    5.99894894e-01
132      1.32000000e-09    7.23077001e-06    5.99998968e-01    5.97912657e-01    4.74832597e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996433e-01    5.99894335e-01    0.00000000e+00    5.99894336e-01    4.99998983e-01    7.23077001e-06    5.99996433e-01    5.99894336e-01
133      1.33000000e-09    7.23075251e-06    5.99998968e-01    5.97896886e-01    4.74739305e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996428e-01    5.99893777e-01    0.00000000e+00    5.99893778e-01    4.99998983e-01    7.23075251e-06    5.99996428e-01    5.99893778e-01
134      1.34000000e-09    7.23073502e-06    5.99998968e-01    5.97881115e-01    4.74646012e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996422e-01    5.99893219e-01    0.00000000e+00    5.99893220e-01    4.99998983e-01    7.23073502e-06    5.99996422e-01    5.99893220e-01
135      1.35000000e-09    7.23071753e-06    5.99998968e-01    5.97865344e-01    4.74552719e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996417e-01    5.99892661e-01    0.00000000e+00    5.99892662e-01    4.99998983e-01    7.23071753e-06    5.99996417e-01    5.99892662e-01
136      1.36000000e-09    7.23070003e-06    5.99998968e-01    5.97849573e-01    4.74459426e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996411e-01    5.99892103e-01    0.00000000e+00    5.99892105e-01    4.99998983e-01    7.23070003e-06    5.99996411e-01    5.99892105e-01
137      1.37000000e-09    7.23068254e-06    5.99998968e-01    5.97833803e-01    4.74366134e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996405e-01    5.99891545e-01    0.00000000e+00    5.99891547e-01    4.99998983e-01    7.23068254e-06    5.99996405e-01    5.99891547e-01
138      1.38000000e-09    7.23066505e-06    5.99998968e-01    5.97818032e-01    4.74272841e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996400e-01    5.99890987e-01    0.00000000e+00    5.99890989e-01    4.99998983e-01    7.23066505e-06    5.99996400e-01    5.99890989e-01
139      1.39000000e-09    7.23064756e-06    5.99998968e-01    5.97802261e-01    4.74179548e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996394e-01    5.99890429e-01    0.00000000e+00    5.99890431e-01    4.99998983e-01    7.23064756e-06    5.99996394e-01    5.99890431e-01
140      1.40000000e-09    7.23063006e-06    5.99998968e-01    5.97786490e-01    4.74086255e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996388e-01    5.99889871e-01    0.00000000e+00    5.99889873e-01    4.99998983e-01    7.23063006e-06    5.99996388e-01    5.99889873e-01
141      1.41000000e-09    7.23061257e-06    5.99998968e-01    5.97770719e-01    4.73992963e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996383e-01    5.99889313e-01    0.00000000e+00    5.99889315e-01    4.99998983e-01    7.23061257e-06    5.99996383e-01    5.99889315e-01
142      1.42000000e-09    7.23059508e-06    5.99998968e-01    5.97754948e-01    4.73899670e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996377e-01    5.99888756e-01    0.00000000e+00    5.99888757e-01    4.99998983e-01    7.23059508e-06    5.99996377e-01    5.99888757e-01
143      1.43000000e-09    7.23057758e-06    5.99998968e-01    5.97739177e-01    4.73806377e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.99996371e-01    5.99888198e-01    0.00000000e+00    5.99888199e-01    4.99998983e-01    7.23057758e-06    5.99996371e-01    5.99888199e-01
